Sigma,MC,Individual,X,Y,Hypothesis
0.0,0,8,-3.0,8.0,expansion
0.0,0,8,-3.0,8.0,marker
0.0,0,8,-3.0,8.0,expansion
0.0,0,8,-3.0,8.0,marker
0.0,0,8,-3.0,8.0,expansion
0.0,0,8,-3.0,8.0,marker
0.0,0,8,-3.0,8.0,expansion
0.0,0,8,-3.0,8.0,marker
0.0,0,8,-3.0,8.0,expansion
0.0,0,9,-3.0,8.0,marker
0.0,0,9,-3.0,8.0,expansion
0.0,0,9,-3.0,8.0,marker
0.0,0,9,-3.0,8.0,expansion
0.0,0,9,-3.0,8.0,marker
0.0,0,9,-3.0,8.0,expansion
0.0,0,9,-3.0,8.0,marker
0.0,0,9,-3.0,8.0,expansion
0.0,0,9,-3.0,8.0,marker
0.0,0,9,-3.0,8.0,expansion
0.0,0,10,-3.0,8.0,marker
0.0,0,10,-3.0,8.0,expansion
0.0,0,10,-0.649704242372235,5.649704242372235,marker
0.0,0,10,-1.8605946191018168,6.860594619101817,marker
0.0,0,10,-2.995204828321011,7.995204828321011,marker
0.0,0,10,-0.6164722640942633,5.616472264094263,marker
0.0,0,10,-0.649704242372235,8.109717548358526,expansion
0.0,0,10,-1.8605946191018168,8.005593865084379,expansion
0.0,0,10,-2.995204828321011,8.00000482659521,expansion
0.0,0,10,-0.6164722640942633,8.11980449356993,expansion
0.0,0,11,-3.0,8.0,marker
0.0,0,11,-3.0,8.0,expansion
0.0,0,11,-3.0,8.0,marker
0.0,0,11,-3.0,8.0,expansion
0.0,0,11,-3.0,8.0,marker
0.0,0,11,-3.0,8.0,expansion
0.0,0,11,-3.0,8.0,marker
0.0,0,11,-3.0,8.0,expansion
0.0,0,11,-3.0,8.0,marker
0.0,0,11,-3.0,8.0,expansion
0.0,0,12,-3.0,8.0,marker
0.0,0,12,-3.0,8.0,expansion
0.0,0,12,-3.0,8.0,marker
0.0,0,12,-3.0,8.0,expansion
0.0,0,12,-3.0,8.0,marker
0.0,0,12,-3.0,8.0,expansion
0.0,0,12,-3.0,8.0,marker
0.0,0,12,-3.0,8.0,expansion
0.0,0,12,-3.0,8.0,marker
0.0,0,12,-3.0,8.0,expansion
0.0,0,13,-3.0,8.0,marker
0.0,0,13,-3.0,8.0,expansion
0.0,0,13,-3.0,8.0,marker
0.0,0,13,-3.0,8.0,expansion
0.0,0,13,-3.0,8.0,marker
0.0,0,13,-3.0,8.0,expansion
0.0,0,13,-3.0,8.0,marker
0.0,0,13,-3.0,8.0,expansion
0.0,0,13,-3.0,8.0,marker
0.0,0,13,-3.0,8.0,expansion
0.0,0,14,-3.0,8.0,marker
0.0,0,14,-3.0,8.0,expansion
0.0,0,14,-3.0,8.0,marker
0.0,0,14,-3.0,8.0,expansion
0.0,0,14,-3.0,8.0,marker
0.0,0,14,-3.0,8.0,expansion
0.0,0,14,-3.0,8.0,marker
0.0,0,14,-3.0,8.0,expansion
0.0,0,14,-3.0,8.0,marker
0.0,0,14,-3.0,8.0,expansion
0.0,0,15,-3.0,8.0,marker
0.0,0,15,-3.0,8.0,expansion
0.0,0,15,-3.0,8.0,marker
0.0,0,15,-3.0,8.0,expansion
0.0,0,15,-3.0,8.0,marker
0.0,0,15,-3.0,8.0,expansion
0.0,0,15,-3.0,8.0,marker
0.0,0,15,-3.0,8.0,expansion
0.0,0,15,-3.0,8.0,marker
0.0,0,15,-3.0,8.0,expansion
0.0,0,16,-3.0,8.0,marker
0.0,0,16,-3.0,8.0,expansion
0.0,0,16,-3.0,8.0,marker
0.0,0,16,-3.0,8.0,expansion
0.0,0,16,-3.0,8.0,marker
0.0,0,16,-3.0,8.0,expansion
0.0,0,16,-3.0,8.0,marker
0.0,0,16,-3.0,8.0,expansion
0.0,0,16,-3.0,8.0,marker
0.0,0,16,-3.0,8.0,expansion
0.0,0,17,-3.0,8.0,marker
0.0,0,17,-3.0,8.0,expansion
0.0,0,17,-3.0,8.0,marker
0.0,0,17,-3.0,8.0,expansion
0.0,0,17,-3.0,8.0,marker
0.0,0,17,-3.0,8.0,expansion
0.0,0,17,-3.0,8.0,marker
0.0,0,17,-3.0,8.0,expansion
0.0,0,17,-3.0,8.0,marker
0.0,0,17,-3.0,8.0,expansion
0.0,0,18,-3.0,8.0,marker
0.0,0,18,-3.0,8.0,expansion
0.0,0,18,-3.0,8.0,marker
0.0,0,18,-3.0,8.0,expansion
0.0,0,18,-3.0,8.0,marker
0.0,0,18,-3.0,8.0,expansion
0.0,0,18,-3.0,8.0,marker
0.0,0,18,-3.0,8.0,expansion
0.0,0,18,-3.0,8.0,marker
0.0,0,18,-3.0,8.0,expansion
0.0,0,19,-3.0,8.0,marker
0.0,0,19,-3.0,8.0,expansion
0.0,0,19,-3.0,8.0,marker
0.0,0,19,-3.0,8.0,expansion
0.0,0,19,-3.0,8.0,marker
0.0,0,19,-3.0,8.0,expansion
0.0,0,19,-3.0,8.0,marker
0.0,0,19,-3.0,8.0,expansion
0.0,0,19,-3.0,8.0,marker
0.0,0,19,-3.0,8.0,expansion
0.0,0,20,-3.0,8.0,marker
0.0,0,20,-3.0,8.0,expansion
0.0,0,20,-3.0,8.0,marker
0.0,0,20,-3.0,8.0,expansion
0.0,0,20,-3.0,8.0,marker
0.0,0,20,-3.0,8.0,expansion
0.0,0,20,-3.0,8.0,marker
0.0,0,20,-3.0,8.0,expansion
0.0,0,20,-3.0,8.0,marker
0.0,0,20,-3.0,8.0,expansion
0.0,0,21,-3.0,8.0,marker
0.0,0,21,-3.0,8.0,expansion
0.0,0,21,-3.0,8.0,marker
0.0,0,21,-3.0,8.0,expansion
0.0,0,21,-3.0,8.0,marker
0.0,0,21,-3.0,8.0,expansion
0.0,0,21,-3.0,8.0,marker
0.0,0,21,-3.0,8.0,expansion
0.0,0,21,-3.0,8.0,marker
0.0,0,21,-3.0,8.0,expansion
0.0,0,22,-3.0,8.0,marker
0.0,0,22,-3.0,8.0,expansion
0.0,0,22,-3.0,8.0,marker
0.0,0,22,-3.0,8.0,expansion
0.0,0,22,-3.0,8.0,marker
0.0,0,22,-3.0,8.0,expansion
0.0,0,22,-3.0,8.0,marker
0.0,0,22,-3.0,8.0,expansion
0.0,0,22,-3.0,8.0,marker
0.0,0,22,-3.0,8.0,expansion
0.0,0,23,-3.0,8.0,marker
0.0,0,23,-3.0,8.0,expansion
0.0,0,23,-1.2615645726868512,6.261564572686851,marker
0.0,0,23,-1.6703265554069504,6.67032655540695,marker
0.0,0,23,-1.9751091102497502,6.97510911024975,marker
0.0,0,23,-2.089001399653923,7.089001399653923,marker
0.0,0,23,-1.2615645726868512,8.024021773954043,expansion
0.0,0,23,-1.6703265554069504,8.008944101403848,expansion
0.0,0,23,-1.9751091102497502,8.004189138477287,expansion
0.0,0,23,-2.089001399653923,8.003118184239943,expansion
0.0,0,24,-3.0,8.0,marker
0.0,0,24,-3.0,8.0,expansion
0.0,0,24,-3.0,8.0,marker
0.0,0,24,-3.0,8.0,expansion
0.0,0,24,-3.0,8.0,marker
0.0,0,24,-3.0,8.0,expansion
0.0,0,24,-3.0,8.0,marker
0.0,0,24,-3.0,8.0,expansion
0.0,0,24,-3.0,8.0,marker
0.0,0,24,-3.0,8.0,expansion
0.0,0,25,-3.0,8.0,marker
0.0,0,25,-3.0,8.0,expansion
0.0,0,25,-3.0,8.0,marker
0.0,0,25,-3.0,8.0,expansion
0.0,0,25,-3.0,8.0,marker
0.0,0,25,-3.0,8.0,expansion
0.0,0,25,-3.0,8.0,marker
0.0,0,25,-3.0,8.0,expansion
0.0,0,25,-3.0,8.0,marker
0.0,0,25,-3.0,8.0,expansion
0.0,0,26,-3.0,8.0,marker
0.0,0,26,-3.0,8.0,expansion
0.0,0,26,-3.0,8.0,marker
0.0,0,26,-3.0,8.0,expansion
0.0,0,26,-3.0,8.0,marker
0.0,0,26,-3.0,8.0,expansion
0.0,0,26,-3.0,8.0,marker
0.0,0,26,-3.0,8.0,expansion
0.0,0,26,-3.0,8.0,marker
0.0,0,26,-3.0,8.0,expansion
0.0,0,27,-3.0,8.0,marker
0.0,0,27,-3.0,8.0,expansion
0.0,0,27,-3.0,8.0,marker
0.0,0,27,-3.0,8.0,expansion
0.0,0,27,-3.0,8.0,marker
0.0,0,27,-3.0,8.0,expansion
0.0,0,27,-3.0,8.0,marker
0.0,0,27,-3.0,8.0,expansion
0.0,0,27,-3.0,8.0,marker
0.0,0,27,-3.0,8.0,expansion
0.0,0,28,-3.0,8.0,marker
0.0,0,28,-3.0,8.0,expansion
0.0,0,28,-3.0,8.0,marker
0.0,0,28,-3.0,8.0,expansion
0.0,0,28,-3.0,8.0,marker
0.0,0,28,-3.0,8.0,expansion
0.0,0,28,-3.0,8.0,marker
0.0,0,28,-3.0,8.0,expansion
0.0,0,28,-3.0,8.0,marker
0.0,0,28,-3.0,8.0,expansion
0.0,0,29,-3.0,8.0,marker
0.0,0,29,-3.0,8.0,expansion
0.0,0,29,-3.0,8.0,marker
0.0,0,29,-3.0,8.0,expansion
0.0,0,29,-3.0,8.0,marker
0.0,0,29,-3.0,8.0,expansion
0.0,0,29,-3.0,8.0,marker
0.0,0,29,-3.0,8.0,expansion
0.0,0,29,-3.0,8.0,marker
0.0,0,29,-3.0,8.0,expansion
0.0,0,30,-3.0,8.0,marker
0.0,0,30,-3.0,8.0,expansion
0.0,0,30,-3.0,8.0,marker
0.0,0,30,-3.0,8.0,expansion
0.0,0,30,-3.0,8.0,marker
0.0,0,30,-3.0,8.0,expansion
0.0,0,30,-3.0,8.0,marker
0.0,0,30,-3.0,8.0,expansion
0.0,0,30,-3.0,8.0,marker
0.0,0,30,-3.0,8.0,expansion
0.0,0,31,-3.0,8.0,marker
0.0,0,31,-3.0,8.0,expansion
0.0,0,31,-3.0,8.0,marker
0.0,0,31,-3.0,8.0,expansion
0.0,0,31,-3.0,8.0,marker
0.0,0,31,-3.0,8.0,expansion
0.0,0,31,-3.0,8.0,marker
0.0,0,31,-3.0,8.0,expansion
0.0,0,31,-3.0,8.0,marker
0.0,0,31,-3.0,8.0,expansion
0.0,0,32,-3.0,8.0,marker
0.0,0,32,-3.0,8.0,expansion
0.0,0,32,-3.0,8.0,marker
0.0,0,32,-3.0,8.0,expansion
0.0,0,32,-3.0,8.0,marker
0.0,0,32,-3.0,8.0,expansion
0.0,0,32,-3.0,8.0,marker
0.0,0,32,-3.0,8.0,expansion
0.0,0,32,-3.0,8.0,marker
0.0,0,32,-3.0,8.0,expansion
0.0,0,33,-3.0,8.0,marker
0.0,0,33,-3.0,8.0,expansion
0.0,0,33,-3.0,8.0,marker
0.0,0,33,-3.0,8.0,expansion
0.0,0,33,-3.0,8.0,marker
0.0,0,33,-3.0,8.0,expansion
0.0,0,33,-3.0,8.0,marker
0.0,0,33,-3.0,8.0,expansion
0.0,0,33,-3.0,8.0,marker
0.0,0,33,-3.0,8.0,expansion
0.0,0,34,-3.0,8.0,marker
0.0,0,34,-3.0,8.0,expansion
0.0,0,34,-3.0,8.0,marker
0.0,0,34,-3.0,8.0,expansion
0.0,0,34,-3.0,8.0,marker
0.0,0,34,-3.0,8.0,expansion
0.0,0,34,-3.0,8.0,marker
0.0,0,34,-3.0,8.0,expansion
0.0,0,34,-3.0,8.0,marker
0.0,0,34,-3.0,8.0,expansion
0.0,0,35,-3.0,8.0,marker
0.0,0,35,-3.0,8.0,expansion
0.0,0,35,-3.0,8.0,marker
0.0,0,35,-3.0,8.0,expansion
0.0,0,35,-3.0,8.0,marker
0.0,0,35,-3.0,8.0,expansion
0.0,0,35,-3.0,8.0,marker
0.0,0,35,-3.0,8.0,expansion
0.0,0,35,-3.0,8.0,marker
0.0,0,35,-3.0,8.0,expansion
0.0,0,36,-3.0,8.0,marker
0.0,0,36,-3.0,8.0,expansion
0.0,0,36,-3.0,8.0,marker
0.0,0,36,-3.0,8.0,expansion
0.0,0,36,-3.0,8.0,marker
0.0,0,36,-3.0,8.0,expansion
0.0,0,36,-3.0,8.0,marker
0.0,0,36,-3.0,8.0,expansion
0.0,0,36,-3.0,8.0,marker
0.0,0,36,-3.0,8.0,expansion
0.0,0,37,-3.0,8.0,marker
0.0,0,37,-3.0,8.0,expansion
0.0,0,37,-3.0,8.0,marker
0.0,0,37,-3.0,8.0,expansion
0.0,0,37,-3.0,8.0,marker
0.0,0,37,-3.0,8.0,expansion
0.0,0,37,-3.0,8.0,marker
0.0,0,37,-3.0,8.0,expansion
0.0,0,37,-3.0,8.0,marker
0.0,0,37,-3.0,8.0,expansion
0.0,0,38,-3.0,8.0,marker
0.0,0,38,-3.0,8.0,expansion
0.0,0,38,-3.0,8.0,marker
0.0,0,38,-3.0,8.0,expansion
0.0,0,38,-3.0,8.0,marker
0.0,0,38,-3.0,8.0,expansion
0.0,0,38,-3.0,8.0,marker
0.0,0,38,-3.0,8.0,expansion
0.0,0,38,-3.0,8.0,marker
0.0,0,38,-3.0,8.0,expansion
0.0,0,39,-3.0,8.0,marker
0.0,0,39,-3.0,8.0,expansion
0.0,0,39,-3.0,8.0,marker
0.0,0,39,-3.0,8.0,expansion
0.0,0,39,-3.0,8.0,marker
0.0,0,39,-3.0,8.0,expansion
0.0,0,39,-3.0,8.0,marker
0.0,0,39,-3.0,8.0,expansion
0.0,0,39,-3.0,8.0,marker
0.0,0,39,-3.0,8.0,expansion
0.0,0,40,-3.0,8.0,marker
0.0,0,40,-3.0,8.0,expansion
0.0,0,40,-3.0,8.0,marker
0.0,0,40,-3.0,8.0,expansion
0.0,0,40,-3.0,8.0,marker
0.0,0,40,-3.0,8.0,expansion
0.0,0,40,-3.0,8.0,marker
0.0,0,40,-3.0,8.0,expansion
0.0,0,40,-3.0,8.0,marker
0.0,0,40,-3.0,8.0,expansion
0.0,0,41,-3.0,8.0,marker
0.0,0,41,-3.0,8.0,expansion
0.0,0,41,-3.0,8.0,marker
0.0,0,41,-3.0,8.0,expansion
0.0,0,41,-3.0,8.0,marker
0.0,0,41,-3.0,8.0,expansion
0.0,0,41,-3.0,8.0,marker
0.0,0,41,-3.0,8.0,expansion
0.0,0,41,-3.0,8.0,marker
0.0,0,41,-3.0,8.0,expansion
0.0,0,42,-3.0,8.0,marker
0.0,0,42,-3.0,8.0,expansion
0.0,0,42,-3.0,8.0,marker
0.0,0,42,-3.0,8.0,expansion
0.0,0,42,-3.0,8.0,marker
0.0,0,42,-3.0,8.0,expansion
0.0,0,42,-3.0,8.0,marker
0.0,0,42,-3.0,8.0,expansion
0.0,0,42,-3.0,8.0,marker
0.0,0,42,-3.0,8.0,expansion
0.0,0,43,-3.0,8.0,marker
0.0,0,43,-3.0,8.0,expansion
0.0,0,43,-3.0,8.0,marker
0.0,0,43,-3.0,8.0,expansion
0.0,0,43,-3.0,8.0,marker
0.0,0,43,-3.0,8.0,expansion
0.0,0,43,-3.0,8.0,marker
0.0,0,43,-3.0,8.0,expansion
0.0,0,43,-3.0,8.0,marker
0.0,0,43,-3.0,8.0,expansion
0.0,0,44,-3.0,8.0,marker
0.0,0,44,-3.0,8.0,expansion
0.0,0,44,-3.0,8.0,marker
0.0,0,44,-3.0,8.0,expansion
0.0,0,44,-3.0,8.0,marker
0.0,0,44,-3.0,8.0,expansion
0.0,0,44,-3.0,8.0,marker
0.0,0,44,-3.0,8.0,expansion
0.0,0,44,-3.0,8.0,marker
0.0,0,44,-3.0,8.0,expansion
0.0,0,45,-3.0,8.0,marker
0.0,0,45,-3.0,8.0,expansion
0.0,0,45,-3.0,8.0,marker
0.0,0,45,-3.0,8.0,expansion
0.0,0,45,-3.0,8.0,marker
0.0,0,45,-3.0,8.0,expansion
0.0,0,45,-3.0,8.0,marker
0.0,0,45,-3.0,8.0,expansion
0.0,0,45,-3.0,8.0,marker
0.0,0,45,-3.0,8.0,expansion
0.0,0,46,-3.0,8.0,marker
0.0,0,46,-3.0,8.0,expansion
0.0,0,46,-3.0,8.0,marker
0.0,0,46,-3.0,8.0,expansion
0.0,0,46,-3.0,8.0,marker
0.0,0,46,-3.0,8.0,expansion
0.0,0,46,-3.0,8.0,marker
0.0,0,46,-3.0,8.0,expansion
0.0,0,46,-3.0,8.0,marker
0.0,0,46,-3.0,8.0,expansion
0.0,0,47,-3.0,8.0,marker
0.0,0,47,-3.0,8.0,expansion
0.0,0,47,-3.0,8.0,marker
0.0,0,47,-3.0,8.0,expansion
0.0,0,47,-3.0,8.0,marker
0.0,0,47,-3.0,8.0,expansion
0.0,0,47,-3.0,8.0,marker
0.0,0,47,-3.0,8.0,expansion
0.0,0,47,-3.0,8.0,marker
0.0,0,47,-3.0,8.0,expansion
0.0,0,48,-3.0,8.0,marker
0.0,0,48,-3.0,8.0,expansion
0.0,0,48,-3.0,8.0,marker
0.0,0,48,-3.0,8.0,expansion
0.0,0,48,-3.0,8.0,marker
0.0,0,48,-3.0,8.0,expansion
0.0,0,48,-3.0,8.0,marker
0.0,0,48,-3.0,8.0,expansion
0.0,0,48,-3.0,8.0,marker
0.0,0,48,-3.0,8.0,expansion
0.0,0,49,-3.0,8.0,marker
0.0,0,49,-3.0,8.0,expansion
0.0,0,49,-3.0,8.0,marker
0.0,0,49,-3.0,8.0,expansion
0.0,0,49,-3.0,8.0,marker
0.0,0,49,-3.0,8.0,expansion
0.0,0,49,-3.0,8.0,marker
0.0,0,49,-3.0,8.0,expansion
0.0,0,49,-3.0,8.0,marker
0.0,0,49,-3.0,8.0,expansion
0.025,0,0,-2.8866865532352177,7.741882977885838,marker
0.025,0,0,-2.8866865532352177,7.741882977885838,expansion
0.025,0,0,-2.973297995602084,7.527415623070153,marker
0.025,0,0,-2.973297995602084,7.527415623070153,expansion
0.025,0,0,-2.9044902970846715,7.647712008458106,marker
0.025,0,0,-2.9044902970846715,7.647712008458106,expansion
0.025,0,0,-2.812900674926004,7.8647786241707065,marker
0.025,0,0,-2.812900674926004,7.8647786241707065,expansion
0.025,0,0,-2.6597977196384845,7.445705096011814,marker
0.025,0,0,-2.6597977196384845,7.445705096011814,expansion
0.025,0,1,-3.0055122137202046,8.096256992383234,marker
0.025,0,1,-3.0055122137202046,8.096256992383234,expansion
0.025,0,1,-2.8758107294360538,7.968699256532181,marker
0.025,0,1,-2.8758107294360538,7.968699256532181,expansion
0.025,0,1,-2.8272367029945285,7.912814768106212,marker
0.025,0,1,-2.8272367029945285,7.912814768106212,expansion
0.025,0,1,-3.3376639025956654,8.065718514483113,marker
0.025,0,1,-3.3376639025956654,8.065718514483113,expansion
0.025,0,1,-3.172486139394985,8.243849241411587,marker
0.025,0,1,-3.172486139394985,8.243849241411587,expansion
0.025,0,2,-3.0470016396110307,8.019259285330675,marker
0.025,0,2,-3.0470016396110307,8.019259285330675,expansion
0.025,0,2,-3.1328653933176964,7.871555139984267,marker
0.025,0,2,-3.1328653933176964,7.871555139984267,expansion
0.025,0,2,-2.963785856128289,7.990881464554877,marker
0.025,0,2,-2.963785856128289,7.990881464554877,expansion
0.025,0,2,-3.266125084583785,8.039051243203408,marker
0.025,0,2,-3.266125084583785,8.039051243203408,expansion
0.025,0,2,-3.326724790110436,8.110228412501725,marker
0.025,0,2,-3.326724790110436,8.110228412501725,expansion
0.025,0,3,-3.1783763962283063,7.852958655363624,marker
0.025,0,3,-3.1783763962283063,7.852958655363624,expansion
0.025,0,3,-2.823850899613836,7.625113995253722,marker
0.025,0,3,-2.823850899613836,7.625113995253722,expansion
0.025,0,3,-2.8000012643521113,7.8019688752110685,marker
0.025,0,3,-2.8000012643521113,7.8019688752110685,expansion
0.025,0,3,-3.2693286795456333,7.4388213185170615,marker
0.025,0,3,-3.2693286795456333,7.4388213185170615,expansion
0.025,0,3,-3.2733336527084305,7.8407192411645115,marker
0.025,0,3,-3.2733336527084305,7.8407192411645115,expansion
0.025,0,4,-3.0112095275152333,7.833724654777883,marker
0.025,0,4,-3.0112095275152333,7.833724654777883,expansion
0.025,0,4,-2.9120844770137064,7.9152793401989125,marker
0.025,0,4,-2.9120844770137064,7.9152793401989125,expansion
0.025,0,4,-3.1877279771138984,8.03217152705419,marker
0.025,0,4,-3.1877279771138984,8.03217152705419,expansion
0.025,0,4,-3.0533861099347877,7.705375727472764,marker
0.025,0,4,-3.0533861099347877,7.705375727472764,expansion
0.025,0,4,-2.8953908719838775,8.1217688464687,marker
0.025,0,4,-2.8953908719838775,8.1217688464687,expansion
0.025,0,5,-2.8663101956766353,7.887130869270511,marker
0.025,0,5,-2.8663101956766353,7.887130869270511,expansion
0.025,0,5,-2.992474021746571,7.817290902285979,marker
0.025,0,5,-2.992474021746571,7.817290902285979,expansion
0.025,0,5,-2.9138568311530926,8.036188244094848,marker
0.025,0,5,-2.9138568311530926,8.036188244094848,expansion
0.025,0,5,-2.7360731075311966,7.749785872760448,marker
0.025,0,5,-2.7360731075311966,7.749785872760448,expansion
0.025,0,5,-2.8626829446798383,7.782459505003089,marker
0.025,0,5,-2.8626829446798383,7.782459505003089,expansion
0.025,0,6,-2.9733110388172266,8.099654313575389,marker
0.025,0,6,-2.9733110388172266,8.099654313575389,expansion
0.025,0,6,-3.0888445871552563,8.311355395751345,marker
0.025,0,6,-3.0888445871552563,8.311355395751345,expansion
0.025,0,6,-2.7940310690049692,7.85935367910848,marker
0.025,0,6,-2.7940310690049692,7.85935367910848,expansion
0.025,0,6,-3.2318499360090645,8.145331711220928,marker
0.025,0,6,-3.2318499360090645,8.145331711220928,expansion
0.025,0,6,-2.925214024385808,8.207692365043819,marker
0.025,0,6,-2.925214024385808,8.207692365043819,expansion
0.025,0,7,-3.38723916909497,8.17763670349585,marker
0.025,0,7,-3.38723916909497,8.17763670349585,expansion
0.025,0,7,-3.324033060841769,8.245467825209584,marker
0.025,0,7,-3.324033060841769,8.245467825209584,expansion
0.025,0,7,-3.3404204184021946,8.113168911418011,marker
0.025,0,7,-3.3404204184021946,8.113168911418011,expansion
0.025,0,7,-3.3257551875170837,8.113473435126918,marker
0.025,0,7,-3.3257551875170837,8.113473435126918,expansion
0.025,0,7,-3.4534741779423093,8.13325704191147,marker
0.025,0,7,-3.4534741779423093,8.13325704191147,expansion
0.025,0,8,-2.662365253924854,7.945623711716563,marker
0.025,0,8,-2.662365253924854,7.945623711716563,expansion
0.025,0,8,-3.0729852467167276,7.787746220006288,marker
0.025,0,8,-3.0729852467167276,7.787746220006288,expansion
0.025,0,8,-2.9437761622662784,8.11030569115307,marker
0.025,0,8,-2.9437761622662784,8.11030569115307,expansion
0.025,0,8,-2.5741730836606407,7.8067798353476645,marker
0.025,0,8,-2.5741730836606407,7.8067798353476645,expansion
0.025,0,8,-2.706671812806992,8.001567657518109,marker
0.025,0,8,-2.706671812806992,8.001567657518109,expansion
0.025,0,9,-2.731906040255101,8.018966650274322,marker
0.025,0,9,-2.731906040255101,8.018966650274322,expansion
0.025,0,9,-2.45949764024321,7.952613270418328,marker
0.025,0,9,-2.45949764024321,7.952613270418328,expansion
0.025,0,9,-3.0867085405345054,8.119640898070518,marker
0.025,0,9,-3.0867085405345054,8.119640898070518,expansion
0.025,0,9,-2.722982604301452,8.09215541295489,marker
0.025,0,9,-2.722982604301452,8.09215541295489,expansion
0.025,0,9,-3.0430311047551575,8.093794929622801,marker
0.025,0,9,-3.0430311047551575,8.093794929622801,expansion
0.025,0,10,-2.854067560564917,7.892834180838213,marker
0.025,0,10,-2.854067560564917,7.892834180838213,expansion
0.025,0,10,-2.709530543444845,7.523897048566988,marker
0.025,0,10,-2.709530543444845,7.523897048566988,expansion
0.025,0,10,-2.892061745993981,7.5498472920648165,marker
0.025,0,10,-2.892061745993981,7.5498472920648165,expansion
0.025,0,10,-2.9384466854449642,7.714805866527131,marker
0.025,0,10,-2.9384466854449642,7.714805866527131,expansion
0.025,0,10,-2.9731609790050015,8.07179143651685,marker
0.025,0,10,-2.9731609790050015,8.07179143651685,expansion
0.025,0,11,-2.7757022201482133,7.936194648883547,marker
0.025,0,11,-2.7757022201482133,7.936194648883547,expansion
0.025,0,11,-2.898453701938243,7.9888164577056004,marker
0.025,0,11,-2.898453701938243,7.9888164577056004,expansion
0.025,0,11,-2.8581086840609253,7.593168300165957,marker
0.025,0,11,-2.8581086840609253,7.593168300165957,expansion
0.025,0,11,-2.7077688911952595,8.31884227624902,marker
0.025,0,11,-2.7077688911952595,8.31884227624902,expansion
0.025,0,11,-3.0203806057925435,7.773170973001834,marker
0.025,0,11,-3.0203806057925435,7.773170973001834,expansion
0.025,0,12,-2.916374081721079,8.095583964970395,marker
